asin,title,imgUrl,productURL,stars,reviews,price,listPrice,category_id,isBestSeller,boughtInLastMonth
B00GJASUL6,Bali Women's Comfort Revolution Crop Top,https://m.media-amazon.com/images/I/71-d4b1qbIS._AC_UL320_.jpg,https://www.amazon.com/dp/B00GJASUL6,4.2,0,19.53,30.0,116,False,100
B0CC46J9RQ,Women‘s Yoga Jumpsuits Ribbed One Piece Workout Short Sleeve Tops Exercise Jumpsuits,https://m.media-amazon.com/images/I/61eqcrOf3AL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CC46J9RQ,4.1,0,28.99,0.0,116,False,300
B0B68C55BC,Women's Spaghetti Straps Satin Ruched Tie Waist Cowl Neck Party Mini Dress,https://m.media-amazon.com/images/I/6104HmnrM4L._MCnd_AC_UL320_.jpg,https://www.amazon.com/dp/B0B68C55BC,4.0,0,36.99,0.0,116,False,100
B079MDPR56,"Jurassic World Kids Headphones, Adjustable Headband, Stereo Sound, 3.5Mm Jack, Wired Headphones for Kids, Tangle-Free, Volume Control, Childrens Headphones Over Ear for School Home, Travel",https://m.media-amazon.com/images/I/71vyT1vja4L._AC_UL320_.jpg,https://www.amazon.com/dp/B079MDPR56,4.4,3993,19.89,0.0,71,False,500
B006XA7JY6,eKids IHOME Minnie Mouse Headphones,https://m.media-amazon.com/images/I/71MPOhq29uL._AC_UL320_.jpg,https://www.amazon.com/dp/B006XA7JY6,4.5,3778,17.64,0.0,71,False,100
B00HYH7HXA,V-MODA Crossfade LP2 Vocal Limited Edition Over-Ear Noise-Isolating Metal Headphone - Matte Black,https://m.media-amazon.com/images/I/71ogTUvsWqL._AC_UL320_.jpg,https://www.amazon.com/dp/B00HYH7HXA,4.5,1551,149.99,199.99,71,False,50
B004Z4C0RI,"Disney Princess Kids Headphones For Kids Adjustable Stereo Tangle-Free 3.5Mm Jack Wired Cord Over Ear Headset For Children Parental Volume Control Kid Friendly Safe (Frustration Free Packaging), DP-140.EXv6, Pink",https://m.media-amazon.com/images/I/81AiPxDOJ1L._AC_UL320_.jpg,https://www.amazon.com/dp/B004Z4C0RI,4.5,2154,19.99,0.0,71,False,200
B01AIO8XVA,"AKG Pro Audio K92 Over-Ear, Closed-Back, Studio Headphones, Matte Black and Gold",https://m.media-amazon.com/images/I/617bCEDc8WL._AC_UL320_.jpg,https://www.amazon.com/dp/B01AIO8XVA,4.5,5697,50.0,0.0,71,False,100
B08VRR81CC,"MIPEACE Ear plug Headphones For Work, custom-fit work earbuds earphones-safety headphones for construction industrial",https://m.media-amazon.com/images/I/61Su+A4rT7L._AC_UL320_.jpg,https://www.amazon.com/dp/B08VRR81CC,4.1,233,18.99,0.0,71,False,50
B0C5F7JYJC,MUSICOZY Sleep Headphones Bluetooth Sleep Eye Mask for Sleeping Wireless Music Sleeping Headphones Headband Eye Mask Sleep Earbuds for Side Sleepers Men Women with Speakers Cool Tech Gadgets,https://m.media-amazon.com/images/I/81jpOKfVG1L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C5F7JYJC,4.3,355,22.99,0.0,71,False,50
B00EWOK09G,"Shure SE112 PRO Wired Earbuds - Professional Sound Isolating Earphones with Single Dynamic MicroDriver, Secure In-Ear Fit, Fixed Cable, Durable Quality - Gray (SE112-GR)",https://m.media-amazon.com/images/I/519Gig+qQ+L._AC_UL320_.jpg,https://www.amazon.com/dp/B00EWOK09G,4.3,706,59.0,79.0,71,False,100
B00HVLUR54,"Audio-Technica ATH-M40x Professional Studio Monitor Headphone, Black, with Cutting Edge Engineering, 90 Degree Swiveling Earcups, Pro-grade Earpads/Headband, Detachable Cables Included",https://m.media-amazon.com/images/I/71f3sseq+JL._AC_UL320_.jpg,https://www.amazon.com/dp/B00HVLUR54,4.6,14699,99.0,0.0,71,False,800
B08WJLZVHB,"3M Pro-Comms Electronic Hearing Protection with Bluetooth Wireless Technology and External Microphones, Bluetooth Headphones, NRR 26 dB,Black/Red",https://m.media-amazon.com/images/I/81LWTviEfsL._AC_UL320_.jpg,https://www.amazon.com/dp/B08WJLZVHB,4.1,151,122.74,179.99,71,False,200
